Id	CLASS0	CLASS1	CLASS2	CLASS3	COMMON-NAME	ALTERNATIVE	NAMES	SUPER-PATHWAYS
PWY-5340	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Thiosulfate Oxidation	Activation$Sulfur-Metabolism	sulfate activation for sulfonation		sulfate activation for sulfonation$sulfation pathway	SO4ASSIM-PWY
PWY18C3-8				ACYLSUGAR-BIOSYNTHESIS	monoacylsucrose biosynthesis (Solanum)		monoacylsucrose biosynthesis (Solanum)	PWY18C3-12
PWY18C3-15				ACYLSUGAR-BIOSYNTHESIS	acylsucrose biosynthesis (Solanum pennellii)		acylsucrose biosynthesis (Solanum pennellii)	PWY18C3-17
PWY18C3-9				ACYLSUGAR-BIOSYNTHESIS	diacylsucrose biosynthesis (Solanum)		diacylsucrose biosynthesis (Solanum)	PWY18C3-12
PWY18C3-16				ACYLSUGAR-BIOSYNTHESIS	acylsucrose biosynthesis (Solanum habrochaites)		acylsucrose biosynthesis (Solanum habrochaites)	PWY18C3-17
PWY18C3-10				ACYLSUGAR-BIOSYNTHESIS$Metabolic-Clusters	triacylsucrose biosynthesis (Solanum)		triacylsucrose biosynthesis (Solanum)	PWY18C3-12
PWY18C3-11				ACYLSUGAR-BIOSYNTHESIS$Metabolic-Clusters	tetraacylsucrose biosynthesis (Solanum)		tetraacylsucrose biosynthesis (Solanum)	PWY18C3-12
PWY18C3-12				ACYLSUGAR-BIOSYNTHESIS$Super-Pathways	superpathway of acylsucrose biosynthesis (cultivated tomato)		superpathway of acylsucrose biosynthesis (cultivated tomato)	
PWY18C3-17				ACYLSUGAR-BIOSYNTHESIS$Super-Pathways	superpathway of acylsucrose biosynthesis (wild tomato)		superpathway of acylsucrose biosynthesis (wild tomato)	
PWY-6610				Adenine-Adenosine-Salvage	adenine salvage		adenine salvage	
P121-PWY	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	Adenine-Adenosine-Salvage	adenine and adenosine salvage I		adenine and adenosine salvage I$purine salvage$salvage pathway of adenosine nucleosides$adenosine nucleosides salvage I	PWY66-409
PWY-6611	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	Adenine-Adenosine-Salvage	adenine and adenosine salvage V		adenine and adenosine salvage V$adenosine nucleosides salvage V	
PWY-6605	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	Adenine-Adenosine-Salvage	adenine and adenosine salvage II		adenine and adenosine salvage II$adenosine nucleosides salvage II	
PWY-6619	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	Adenine-Adenosine-Salvage	adenine and adenosine salvage VI		adenine and adenosine salvage VI	PWY66-409
PWY-6609	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	Adenine-Adenosine-Salvage	adenine and adenosine salvage III		adenine and adenosine salvage III$adenosine nucleotides salvage III	
PWY-7220	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Adenosine-Deoxy-Denovo-Bbiosynthesis	adenosine deoxyribonucleotides de novo biosynthesis II		adenosine deoxyribonucleotides de novo biosynthesis II	PWY-6126
PWY-7227	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Adenosine-Deoxy-Denovo-Bbiosynthesis	adenosine deoxyribonucleotides de novo biosynthesis		adenosine deoxyribonucleotides de novo biosynthesis	PWY66-409$PWY-7229$PWY-841
PWY-6617	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Purine Nucleotide Degradation	Adenosine-Nucleotides-Degradation	adenosine nucleotides degradation III		adenosine nucleotides degradation III$adenosine ribonucleotide/ribonucleoside metabolism	
SALVADEHYPOX-PWY	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Purine Nucleotide Degradation	Adenosine-Nucleotides-Degradation	adenosine nucleotides degradation II		adenosine nucleotides degradation II$purine ribonucleotide/ribonucleoside metabolism	PWY-6353
PWY-6596	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Purine Nucleotide Degradation	Adenosine-Nucleotides-Degradation	adenosine nucleotides degradation I		adenosine nucleotides degradation I$purine nucleotide catabolism	PWY-5044
PWY-7964	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP$Co&alpha;-[a-(adenin-9-yl)]-Co&beta;-adenosylcobamide biosynthesis from adenosylcobinamide-GDP$pseudo-adenosyl cobamide biosynthesis from adenosylcobinamide-GDP	
PWY-5509	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I		adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	PWY-5507$P381-PWY$PWY-6269$COBALSYN-PWY
PWY-7975	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II		adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II	
PWY-7968	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY-7965	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP$adenosyl-factor A biosynthesis from adenosylcobinamide-GDP$Co&alpha;-[a-(2-methyladenin-9-yl)]-Co&beta;-adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY-7961	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY-7969	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY-7966	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY-7963	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP$p-cresolyl adenosylcobamide biosynthesis	
PWY-7970	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY-7967	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Adenosylcobamide-Biosynthesis	5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP		5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	
PWY0-1241	Biosynthesis	Carbohydrate-Biosynthesis	Sugar-Biosynthesis	ADP-Sugar-Biosynthesis	ADP-L-glycero-_-D-manno-heptose biosynthesis		ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	
PWY-7429	Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	AEROBIC-RESPIRATION$Arsenate-Detoxification$CHEMOAUTOTROPHIC-ENERGY-METABOLISM$Electron-Transfer	arsenite oxidation II (respiratory)		arsenite oxidation II (respiratory)	
PWY-4521	Detoxification	Arsenate-Detoxification	Arsenate-Detoxification	AEROBIC-RESPIRATION$Arsenate-Detoxification$CHEMOAUTOTROPHIC-ENERGY-METABOLISM$Electron-Transfer	arsenite oxidation I (respiratory)		arsenite oxidation I (respiratory)	
PWY0-1565				AEROBIC-RESPIRATION$Electron-Transfer	D-lactate to cytochrome bo oxidase electron transfer		D-lactate to cytochrome bo oxidase electron transfer	
PWY0-1353				AEROBIC-RESPIRATION$Electron-Transfer	succinate to cytochrome bd oxidase electron transfer		succinate to cytochrome bd oxidase electron transfer	
PWY0-1329				AEROBIC-RESPIRATION$Electron-Transfer	succinate to cytochrome bo oxidase electron transfer		succinate to cytochrome bo oxidase electron transfer	
PWY0-1567				AEROBIC-RESPIRATION$Electron-Transfer	NADH to cytochrome bo oxidase electron transfer II		NADH to cytochrome bo oxidase electron transfer II	
PWY0-1544				AEROBIC-RESPIRATION$Electron-Transfer	proline to cytochrome bo oxidase electron transfer		proline to cytochrome bo oxidase electron transfer	
PWY0-1334				AEROBIC-RESPIRATION$Electron-Transfer	NADH to cytochrome bd oxidase electron transfer I		NADH to cytochrome bd oxidase electron transfer I	
PWY-7544				AEROBIC-RESPIRATION$Electron-Transfer	pyruvate to cytochrome bo oxidase electron transfer		pyruvate to cytochrome bo oxidase electron transfer$pyruvic acid to cytochrome bo oxidase electron transfer	
PWY0-1568				AEROBIC-RESPIRATION$Electron-Transfer	NADH to cytochrome bd oxidase electron transfer II		NADH to cytochrome bd oxidase electron transfer II	
PWY-3781	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Respiration	AEROBIC-RESPIRATION$Electron-Transfer	aerobic respiration I (cytochrome c)		aerobic respiration I (cytochrome c)	
PWY0-1561				AEROBIC-RESPIRATION$Electron-Transfer	glycerol-3-phosphate to cytochrome bo oxidase electron transfer		glycerol-3-phosphate to cytochrome bo oxidase electron transfer	
PWY0-1335				AEROBIC-RESPIRATION$Electron-Transfer	NADH to cytochrome bo oxidase electron transfer I		NADH to cytochrome bo oxidase electron transfer I	
PWY-7545				AEROBIC-RESPIRATION$Electron-Transfer	pyruvate to cytochrome bd oxidase electron transfer		pyruvate to cytochrome bd oxidase electron transfer$pyruvate oxidation pathway$pyruvic acid to cytochrome bd oxidase electron transfer	
PWY-7279	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Respiration	AEROBIC-RESPIRATION$Electron-Transfer	aerobic respiration II (cytochrome c) (yeast)		aerobic respiration II (cytochrome c) (yeast)	
PWY-4302	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Respiration	AEROBIC-RESPIRATION$Electron-Transfer	aerobic respiration III (alternative oxidase pathway)		aerobic respiration III (alternative oxidase pathway)$alternative oxidase pathway	
PWY-5303				AEROBIC-RESPIRATION$Thiosulfate-Oxidation	thiosulfate oxidation II (via tetrathionate)		thiosulfate oxidation II (via tetrathionate)	PWY-5304
THIOSULFOX-PWY				AEROBIC-RESPIRATION$Thiosulfate-Oxidation	thiosulfate oxidation I (to tetrathionate)		thiosulfate oxidation I (to tetrathionate)$S<sub>4</sub>I pathway	
PWY-6121	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	AIR-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis I		5-aminoimidazole ribonucleotide biosynthesis I	PWY-841$PWY-6277
PWY-6122	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	AIR-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis II		5-aminoimidazole ribonucleotide biosynthesis II	DENOVOPURINE2-PWY$PWY-6277
PWY-6277	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	AIR-Biosynthesis$Super-Pathways	superpathway of 5-aminoimidazole ribonucleotide biosynthesis		superpathway of 5-aminoimidazole ribonucleotide biosynthesis	
PWY1-2	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ALANINE-DEG	L-alanine degradation IV		L-alanine degradation IV	
ALACAT2-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ALANINE-DEG	L-alanine degradation II (to D-lactate)		L-alanine degradation II (to D-lactate)	PROPFERM-PWY
ALADEG-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ALANINE-DEG	L-alanine degradation I		L-alanine degradation I	
ALANINE-DEG3-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	ALANINE-DEG	L-alanine degradation III		L-alanine degradation III	
PWY0-1021	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ALANINE-SYN	L-alanine biosynthesis III		L-alanine biosynthesis III	PWY0-1061
ALANINE-SYN2-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ALANINE-SYN	L-alanine biosynthesis II		L-alanine biosynthesis II	PWY0-1061$PWY-6146$PWY-5096
ALANINE-VALINESYN-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ALANINE-SYN	L-alanine biosynthesis I		L-alanine biosynthesis I	PWY0-1061
PWY0-1061	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	ALANINE-SYN$Super-Pathways	superpathway of L-alanine biosynthesis		superpathway of L-alanine biosynthesis	
PWY-7385				Alcohol-Biosynthesis	"1,3-propanediol biosynthesis (engineered)"		"1,3-propanediol biosynthesis (engineered)$1,3-PDO biosynthesis"	
PWY-7396				Alcohol-Biosynthesis	butanol and isobutanol biosynthesis (engineered)		butanol and isobutanol biosynthesis (engineered)	
PWY-6130	Degradation/Utilization/Assimilation	Alcohol Degradation	Alcohol-Degradation	Alcohol-Biosynthesis$GLYCEROL-DEG	glycerol degradation III		"glycerol degradation III$glycerol fermentation to 1,3-propanediol$glycerol fermentation to PDO"	GOLPDLCAT-PWY
PWY-7541				Alcohol-Biosynthesis$Metabolic-Clusters	"1,2-propanediol biosynthesis from lactate (engineered)"		"1,2-propanediol biosynthesis from lactate (engineered)"	
PWY-6583	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Fermentation	Alcohol-Biosynthesis$Pyruvate-Butanol-Fermentation	pyruvate fermentation to butanol I		pyruvate fermentation to butanol I$pyruvic acid fermentation to butanol I	PWY-7003$PWY-6594
PWY-6883	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Fermentation	Alcohol-Biosynthesis$Pyruvate-Butanol-Fermentation	pyruvate fermentation to butanol II (engineered)		pyruvate fermentation to butanol II (engineered)$1-butanol synthesis$pyruvic acid fermentation to butanol II (engineered)	PWY-6886
PWY-7111	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Fermentation	Alcohol-Biosynthesis$Pyruvate-Degradation	pyruvate fermentation to isobutanol (engineered)		pyruvate fermentation to isobutanol (engineered)$isobutanol biosynthesis$pyruvic acid fermentation to isobutanol (engineered)	
PWY-6863	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Fermentation	Alcohol-Biosynthesis$Pyruvate-Degradation	pyruvate fermentation to hexanol (engineered)		pyruvate fermentation to hexanol (engineered)$pyruvic acid fermentation to hexanol (engineered)	
PWY-6886				Alcohol-Biosynthesis$Super-Pathways	1-butanol autotrophic biosynthesis (engineered)		1-butanol autotrophic biosynthesis (engineered)	
PWY-7003	Degradation/Utilization/Assimilation	Generation of Precursor Metabolite and Energy	Fermentation	Alcohol-Biosynthesis$Super-Pathways	glycerol degradation to butanol		glycerol degradation to butanol	
PWY66-389	Degradation/Utilization/Assimilation	Alcohol Degradation	Alcohol-Degradation	Alcohol-Degradation	phytol degradation		phytol degradation	
PWY0-1280	Degradation/Utilization/Assimilation	Alcohol Degradation	Alcohol-Degradation	Alcohol-Degradation	ethylene glycol degradation		ethylene glycol degradation	GLYCOL-GLYOXDEG-PWY
PWY-6464	Degradation/Utilization/Assimilation	Alcohol Degradation	Alcohol-Degradation	Alcohol-Degradation	polyvinyl alcohol degradation		polyvinyl alcohol degradation	
CYCLOHEXANOL-OXIDATION-PWY	Degradation/Utilization/Assimilation	Alcohol Degradation	Alcohol-Degradation	Alcohol-Degradation	cyclohexanol degradation		cyclohexanol degradation	
PWY-7616	Detoxification	Alcohol Degradation	Alcohol-Degradation	Alcohol-Degradation$Detoxification$Super-Pathways	methanol oxidation to carbon dioxide	Degradation/Utilization/Assimilation	methanol oxidation to carbon dioxide	
PWY-7013	Degradation/Utilization/Assimilation	Alcohol Degradation	Fermentation	Alcohol-Degradation$Fermentation-to-propanoate	"(S)-propane-1,2-diol degradation"		"(S)-propane-1,2-diol degradation$propylene glycol degradation$L-1,2-propanediol degradation"	
GLYCOL-GLYOXDEG-PWY	Degradation/Utilization/Assimilation	Alcohol Degradation	Alcohol-Degradation	Alcohol-Degradation$Super-Pathways	superpathway of glycol metabolism and degradation		superpathway of glycol metabolism and degradation	
METHGLYUT-PWY	Degradation/Utilization/Assimilation	Aldehyde-Degradation	Aldehyde-Degradation	Aldehyde-Degradation$Super-Pathways	superpathway of methylglyoxal degradation		superpathway of methylglyoxal degradation	
PWY-6082	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Alginate-Biosynthesis	alginate biosynthesis II (bacterial)		alginate biosynthesis II (bacterial)$bacterial alginate biosynthesis	
PWY-6073	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Alginate-Biosynthesis	alginate biosynthesis I (algal)		alginate biosynthesis I (algal)$alginic acid biosynthesis(algal)$algal algnate biosynthesis	
PWY18C3-5	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Nitrogen Containing Secondary Compound Degradation	ALKALOIDS	&_;-tomatine degradation		&alpha;-tomatine degradation	
