"","V1","V2"
"1575","EC:2.7.1.145","Deoxynucleoside kinase"
"1576","EC:2.7.1.146","ADP-specific phosphofructokinase"
"1577","EC:2.7.1.147","ADP-specific glucokinase"
"1578","EC:2.7.1.148","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"
"1579","EC:2.7.1.149","1-phosphatidylinositol-5-phosphate 4-kinase"
"1580","EC:2.7.1.15","Ribokinase"
"1581","EC:2.7.1.150","1-phosphatidylinositol-3-phosphate 5-kinase"
"1582","EC:2.7.1.151","Inositol-polyphosphate multikinase"
"1583","EC:2.7.1.153","Phosphatidylinositol-4,5-bisphosphate 3-kinase"
"1584","EC:2.7.1.154","Phosphatidylinositol-4-phosphate 3-kinase"
"1585","EC:2.7.1.156","Adenosylcobinamide kinase"
"1586","EC:2.7.1.157","N-acetylgalactosamine kinase"
"1587","EC:2.7.1.158","Inositol-pentakisphosphate 2-kinase"
"1588","EC:2.7.1.159","Inositol-1,3,4-trisphosphate 5/6-kinase"
"1589","EC:2.7.1.16","Ribulokinase"
"1590","EC:2.7.1.160","2'-phosphotransferase"
"1591","EC:2.7.1.161","CTP-dependent riboflavin kinase"
"1592","EC:2.7.1.162","N-acetylhexosamine 1-kinase"
"1593","EC:2.7.1.163","Hygromycin B 4-O-kinase"
"1594","EC:2.7.1.164","O-phosphoseryl-tRNA(Sec) kinase"
"1595","EC:2.7.1.165","Glycerate 2-kinase"
"1596","EC:2.7.1.166","3-deoxy-D-manno-octulosonic acid kinase"
"1597","EC:2.7.1.167","D-glycero-beta-D-manno-heptose-7-phosphate kinase"
"1598","EC:2.7.1.168","D-glycero-alpha-D-manno-heptose-7-phosphate kinase"
"1599","EC:2.7.1.169","Pantoate kinase"
"1600","EC:2.7.1.17","Xylulokinase"
"1601","EC:2.7.1.170","Anhydro-N-acetylmuramic acid kinase"
"1602","EC:2.7.1.172","Protein-ribulosamine 3-kinase"
"1603","EC:2.7.1.173","Nicotinate riboside kinase"
"1604","EC:2.7.1.174","Diacylglycerol kinase (CTP)"
"1605","EC:2.7.1.175","Maltokinase"
"1606","EC:2.7.1.176","UDP-N-acetylglucosamine kinase"
"1607","EC:2.7.1.177","L-threonine kinase"
"1608","EC:2.7.1.178","2-dehydro-3-deoxyglucono/galactono-kinase"
"1609","EC:2.7.1.179","Kanosamine kinase"
"1610","EC:2.7.1.181","Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase"
"1611","EC:2.7.1.182","Phytol kinase"
"1612","EC:2.7.1.184","Sulfofructose kinase"
"1613","EC:2.7.1.185","Mevalonate 3-kinase"
"1614","EC:2.7.1.186","Mevalonate-3-phosphate 5-kinase"
"1615","EC:2.7.1.19","Phosphoribulokinase"
"1616","EC:2.7.1.2","Glucokinase"
"1617","EC:2.7.1.20","Adenosine kinase"
"1618","EC:2.7.1.21","Thymidine kinase"
"1619","EC:2.7.1.22","Ribosylnicotinamide kinase"
"1620","EC:2.7.1.23","NAD(+) kinase"
"1621","EC:2.7.1.24","Dephospho-CoA kinase"
"1622","EC:2.7.1.25","Adenylyl-sulfate kinase"
"1623","EC:2.7.1.26","Riboflavin kinase"
"1624","EC:2.7.1.27","Erythritol kinase"
"1625","EC:2.7.1.29","Glycerone kinase"
"1626","EC:2.7.1.3","Ketohexokinase"
"1627","EC:2.7.1.30","Glycerol kinase"
"1628","EC:2.7.1.31","Glycerate 3-kinase"
"1629","EC:2.7.1.32","Choline kinase"
"1630","EC:2.7.1.33","Pantothenate kinase"
"1631","EC:2.7.1.35","Pyridoxal kinase"
"1632","EC:2.7.1.36","Mevalonate kinase"
"1633","EC:2.7.1.37","2.7.11.30 and 2.7.12.1"
"1634","EC:2.7.1.39","Homoserine kinase"
"1635","EC:2.7.1.4","Fructokinase"
"1636","EC:2.7.1.40","Pyruvate kinase"
"1637","EC:2.7.1.41","Glucose-1-phosphate phosphodismutase"
"1638","EC:2.7.1.43","Glucuronokinase"
"1639","EC:2.7.1.44","Galacturonokinase"
"1640","EC:2.7.1.45","2-dehydro-3-deoxygluconokinase"
"1641","EC:2.7.1.46","L-arabinokinase"
"1642","EC:2.7.1.47","D-ribulokinase"
"1643","EC:2.7.1.48","Uridine kinase"
"1644","EC:2.7.1.49","Hydroxymethylpyrimidine kinase"
"1645","EC:2.7.1.5","Rhamnulokinase"
"1646","EC:2.7.1.50","Hydroxyethylthiazole kinase"
"1647","EC:2.7.1.51","L-fuculokinase"
"1648","EC:2.7.1.52","Fucokinase"
"1649","EC:2.7.1.53","L-xylulokinase"
"1650","EC:2.7.1.55","Allose kinase"
"1651","EC:2.7.1.56","1-phosphofructokinase"
"1652","EC:2.7.1.58","2-dehydro-3-deoxygalactonokinase"
"1653","EC:2.7.1.59","N-acetylglucosamine kinase"
"1654","EC:2.7.1.6","Galactokinase"
"1655","EC:2.7.1.60","N-acylmannosamine kinase"
"1656","EC:2.7.1.63","Polyphosphate--glucose phosphotransferase"
"1657","EC:2.7.1.64","Inositol 3-kinase"
"1658","EC:2.7.1.65","Scyllo-inosamine 4-kinase"
"1659","EC:2.7.1.66","Undecaprenol kinase"
"1660","EC:2.7.1.67","1-phosphatidylinositol 4-kinase"
"1661","EC:2.7.1.68","1-phosphatidylinositol-4-phosphate 5-kinase"
"1662","EC:2.7.1.69","Protein-N(pi)-phosphohistidine--sugar phosphotransferase"
"1663","EC:2.7.1.71","Shikimate kinase"
"1664","EC:2.7.1.72","Streptomycin 6-kinase"
"1665","EC:2.7.1.73","Inosine kinase"
"1666","EC:2.7.1.74","Deoxycytidine kinase"
"1667","EC:2.7.1.76","Deoxyadenosine kinase"
"1668","EC:2.7.1.78","Polynucleotide 5'-hydroxyl-kinase"
"1669","EC:2.7.1.8","Glucosamine kinase"
"1670","EC:2.7.1.81","Hydroxylysine kinase"
"1671","EC:2.7.1.82","Ethanolamine kinase"
"1672","EC:2.7.1.83","Pseudouridine kinase"
"1673","EC:2.7.1.85","Beta-glucoside kinase"
"1674","EC:2.7.1.87","Streptomycin 3''-kinase"
"1675","EC:2.7.1.89","Thiamine kinase"
"1676","EC:2.7.1.90","Diphosphate--fructose-6-phosphate 1-phosphotransferase"
"1677","EC:2.7.1.91","Sphinganine kinase"
"1678","EC:2.7.1.92","5-dehydro-2-deoxygluconokinase"
"1679","EC:2.7.1.94","Acylglycerol kinase"
"1680","EC:2.7.1.95","Kanamycin kinase"
"1681","EC:2.7.10.1","Receptor protein-tyrosine kinase"
"1682","EC:2.7.10.2","Non-specific protein-tyrosine kinase"
"1683","EC:2.7.11.1","Non-specific serine/threonine protein kinase"
"1684","EC:2.7.11.10","I-kappa-B kinase"
"1685","EC:2.7.11.11","cAMP-dependent protein kinase"
"1686","EC:2.7.11.12","cGMP-dependent protein kinase"
"1687","EC:2.7.11.13","Protein kinase C"
"1688","EC:2.7.11.15","[Beta-adrenergic-receptor] kinase"
"1689","EC:2.7.11.16","[G-protein-coupled receptor] kinase"
"1690","EC:2.7.11.17","Calcium/calmodulin-dependent protein kinase"
"1691","EC:2.7.11.18","[Myosin light-chain] kinase"
"1692","EC:2.7.11.19","Phosphorylase kinase"
"1693","EC:2.7.11.2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase"
"1694","EC:2.7.11.20","[Elongation factor 2] kinase"
"1695","EC:2.7.11.21","Polo kinase"
"1696","EC:2.7.11.22","Cyclin-dependent kinase"
"1697","EC:2.7.11.23","[RNA-polymerase]-subunit kinase"
"1698","EC:2.7.11.24","Mitogen-activated protein kinase"
"1699","EC:2.7.11.25","Mitogen-activated protein kinase kinase kinase"
"1700","EC:2.7.11.26","[Tau protein] kinase"
"1701","EC:2.7.11.30","Receptor protein serine/threonine kinase"
"1702","EC:2.7.11.4","[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase"
"1703","EC:2.7.11.5","[Isocitrate dehydrogenase (NADP(+))] kinase"
"1704","EC:2.7.12.1","Dual-specificity kinase"
"1705","EC:2.7.12.2","Mitogen-activated protein kinase kinase"
"1706","EC:2.7.13.1","Protein-histidine pros-kinase"
"1707","EC:2.7.13.3","Histidine kinase"
"1708","EC:2.7.14.1","Protein arginine kinase"
"1709","EC:2.7.2.1","Acetate kinase"
"1710","EC:2.7.2.11","Glutamate 5-kinase"
"1711","EC:2.7.2.15","Propionate kinase"
"1712","EC:2.7.2.2","Carbamate kinase"
"1713","EC:2.7.2.3","Phosphoglycerate kinase"
"1714","EC:2.7.2.4","Aspartate kinase"
"1715","EC:2.7.2.7","Butyrate kinase"
"1716","EC:2.7.2.8","Acetylglutamate kinase"
"1717","EC:2.7.3.2","Creatine kinase"
"1718","EC:2.7.3.3","Arginine kinase"
"1719","EC:2.7.3.9","Phosphoenolpyruvate--protein phosphotransferase"
"1720","EC:2.7.4.1","Polyphosphate kinase"
"1721","EC:2.7.4.10","Nucleoside-triphosphate--adenylate kinase"
"1722","EC:2.7.4.14","UMP/CMP kinase"
"1723","EC:2.7.4.16","Thiamine-phosphate kinase"
"1724","EC:2.7.4.2","Phosphomevalonate kinase"
"1725","EC:2.7.4.22","UMP kinase"
"1726","EC:2.7.4.23","Ribose 1,5-bisphosphate phosphokinase"
"1727","EC:2.7.4.24","Diphosphoinositol-pentakisphosphate kinase"
"1728","EC:2.7.4.26","Isopentenyl phosphate kinase"
"1729","EC:2.7.4.3","Adenylate kinase"
"1730","EC:2.7.4.6","Nucleoside-diphosphate kinase"
"1731","EC:2.7.4.7","Phosphomethylpyrimidine kinase"
"1732","EC:2.7.4.8","Guanylate kinase"
"1733","EC:2.7.4.9","dTMP kinase"
"1734","EC:2.7.6.1","Ribose-phosphate diphosphokinase"
"1735","EC:2.7.6.2","Thiamine diphosphokinase"
"1736","EC:2.7.6.3","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"1737","EC:2.7.6.5","GTP diphosphokinase"
"1738","EC:2.7.7.1","Nicotinamide-nucleotide adenylyltransferase"
"1739","EC:2.7.7.12","UDP-glucose--hexose-1-phosphate uridylyltransferase"
"1740","EC:2.7.7.13","Mannose-1-phosphate guanylyltransferase"
"1741","EC:2.7.7.14","Ethanolamine-phosphate cytidylyltransferase"
"1742","EC:2.7.7.15","Choline-phosphate cytidylyltransferase"
"1743","EC:2.7.7.18","Nicotinate-nucleotide adenylyltransferase"
"1744","EC:2.7.7.19","Polynucleotide adenylyltransferase"
"1745","EC:2.7.7.2","FAD synthetase"
"1746","EC:2.7.7.23","UDP-N-acetylglucosamine diphosphorylase"
"1747","EC:2.7.7.24","Glucose-1-phosphate thymidylyltransferase"
"1748","EC:2.7.7.27","Glucose-1-phosphate adenylyltransferase"
"1749","EC:2.7.7.3","Pantetheine-phosphate adenylyltransferase"
"1750","EC:2.7.7.30","Fucose-1-phosphate guanylyltransferase"
"1751","EC:2.7.7.33","Glucose-1-phosphate cytidylyltransferase"
"1752","EC:2.7.7.38","3-deoxy-manno-octulosonate cytidylyltransferase"
"1753","EC:2.7.7.39","Glycerol-3-phosphate cytidylyltransferase"
"1754","EC:2.7.7.4","Sulfate adenylyltransferase"
"1755","EC:2.7.7.41","Phosphatidate cytidylyltransferase"
"1756","EC:2.7.7.42","[Glutamate--ammonia-ligase] adenylyltransferase"
"1757","EC:2.7.7.43","N-acylneuraminate cytidylyltransferase"
"1758","EC:2.7.7.46","Gentamicin 2''-nucleotidyltransferase"
"1759","EC:2.7.7.47","Streptomycin 3''-adenylyltransferase"
"1760","EC:2.7.7.48"," ;  Q06996, L_SENDF    "
"1761","EC:2.7.7.49","RNA-directed DNA polymerase"
"1762","EC:2.7.7.50","mRNA guanylyltransferase"
"1763","EC:2.7.7.52","RNA uridylyltransferase"
"1764","EC:2.7.7.53","ATP adenylyltransferase"
"1765","EC:2.7.7.56","tRNA nucleotidyltransferase"
"1766","EC:2.7.7.58","(2,3-dihydroxybenzoyl)adenylate synthase"
"1767","EC:2.7.7.59","[Protein-PII] uridylyltransferase"
"1768","EC:2.7.7.6","DNA-directed RNA polymerase"
"1769","EC:2.7.7.60","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"1770","EC:2.7.7.61","Citrate lyase holo-[acyl-carrier protein] synthase"
"1771","EC:2.7.7.62","Adenosylcobinamide-phosphate guanylyltransferase"
"1772","EC:2.7.7.63","Lipoate--protein ligase"
"1773","EC:2.7.7.64","UTP-monosaccharide-1-phosphate uridylyltransferase"
"1774","EC:2.7.7.65","Diguanylate cyclase"
"1775","EC:2.7.7.66","Malonate decarboxylase holo-[acyl-carrier protein] synthase"
"1776","EC:2.7.7.67","CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase"
"1777","EC:2.7.7.68","2-phospho-L-lactate guanylyltransferase"
"1778","EC:2.7.7.69","GDP-L-galactose phosphorylase"
"1779","EC:2.7.7.7","DNA-directed DNA polymerase"
"1780","EC:2.7.7.70","D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase"
"1781","EC:2.7.7.71","D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase"
"1782","EC:2.7.7.72","CCA tRNA nucleotidyltransferase"
"1783","EC:2.7.7.73","Sulfur carrier protein ThiS adenylyltransferase"
"1784","EC:2.7.7.74","1L-myo-inositol 1-phosphate cytidylyltransferase"
"1785","EC:2.7.7.75","Molybdopterin adenylyltransferase"
"1786","EC:2.7.7.76","Molybdenum cofactor cytidylyltransferase"
"1787","EC:2.7.7.77","Molybdenum cofactor guanylyltransferase"
"1788","EC:2.7.7.78","GDP-D-glucose phosphorylase"
"1789","EC:2.7.7.79","tRNA(His) guanylyltransferase"
"1790","EC:2.7.7.8","Polyribonucleotide nucleotidyltransferase"
"1791","EC:2.7.7.81","Pseudaminic acid cytidylyltransferase"
"1792","EC:2.7.7.82","CMP-N,N'-diacetyllegionaminic acid synthase"
"1793","EC:2.7.7.83","UDP-N-acetylgalactosamine diphosphorylase"
"1794","EC:2.7.7.85","Diadenylate cyclase"
"1795","EC:2.7.7.87","L-threonylcarbamoyladenylate synthase"
"1796","EC:2.7.7.9","UTP--glucose-1-phosphate uridylyltransferase"
"1797","EC:2.7.8.1","Ethanolaminephosphotransferase"
"1798","EC:2.7.8.11","CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"1799","EC:2.7.8.12","CDP-glycerol glycerophosphotransferase"
"1800","EC:2.7.8.13","Phospho-N-acetylmuramoyl-pentapeptide-transferase"
"1801","EC:2.7.8.14","CDP-ribitol ribitolphosphotransferase"
"1802","EC:2.7.8.15","N-acetylglucosaminephosphotransferase"
"1803","EC:2.7.8.17","N-acetylglucosaminephosphotransferase"
"1804","EC:2.7.8.20","Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase"
"1805","EC:2.7.8.24","Phosphatidylcholine synthase"
"1806","EC:2.7.8.26","Adenosylcobinamide-GDP ribazoletransferase"
"1807","EC:2.7.8.27","Sphingomyelin synthase"
"1808","EC:2.7.8.28","2-phospho-L-lactate transferase"
"1809","EC:2.7.8.29","L-serine-phosphatidylethanolamine phosphatidyltransferase"
"1810","EC:2.7.8.31","Undecaprenyl-phosphate glucose phosphotransferase"
"1811","EC:2.7.8.33","N-acetylglucosaminephosphotransferase"
"1812","EC:2.7.8.34","CDP-L-myo-inositol myo-inositolphosphotransferase"
"1813","EC:2.7.8.36","transferase"
"1814","EC:2.7.8.37","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase"
"1815","EC:2.7.8.38","Archaetidylserine synthase"
"1816","EC:2.7.8.39","Archaetidylinositol phosphate synthase"
"1817","EC:2.7.8.41","Cardiolipin synthase (CMP-forming)"
"1818","EC:2.7.8.5","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"1819","EC:2.7.8.6","Undecaprenyl-phosphate galactose phosphotransferase"
"1820","EC:2.7.8.7","Holo-[acyl-carrier-protein] synthase"
"1821","EC:2.7.8.8","CDP-diacylglycerol--serine O-phosphatidyltransferase"
"1822","EC:2.7.9.1","Pyruvate, phosphate dikinase"
"1823","EC:2.7.9.2","Pyruvate, water dikinase"
"1824","EC:2.7.9.3","Selenide, water dikinase"
"1825","EC:2.7.9.4","Alpha-glucan, water dikinase"
"1826","EC:2.7.9.5","Phosphoglucan, water dikinase"
"1827","EC:2.8.1.1","Thiosulfate sulfurtransferase"
"1828","EC:2.8.1.10","Thiazole synthase"
"1829","EC:2.8.1.12","Molybdopterin synthase"
"1830","EC:2.8.1.2","3-mercaptopyruvate sulfurtransferase"
"1831","EC:2.8.1.6","Biotin synthase"
"1832","EC:2.8.1.7","Cysteine desulfurase"
"1833","EC:2.8.1.8","Lipoyl synthase"
"1834","EC:2.8.1.9","Molybdenum cofactor sulfurtransferase"
"1835","EC:2.8.2.1","Aryl sulfotransferase"
"1836","EC:2.8.2.14","Bile-salt sulfotransferase"
"1837","EC:2.8.2.2","Alcohol sulfotransferase"
"1838","EC:2.8.2.20","Protein-tyrosine sulfotransferase"
"1839","EC:2.8.2.22","Aryl-sulfate sulfotransferase"
"1840","EC:2.8.2.23","[Heparan sulfate]-glucosamine 3-sulfotransferase 1"
"1841","EC:2.8.2.3","Amine sulfotransferase"
"1842","EC:2.8.2.30","[Heparan sulfate]-glucosamine 3-sulfotransferase 3"
"1843","EC:2.8.2.33","N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase"
"1844","EC:2.8.2.35","Dermatan 4-sulfotransferase"
"1845","EC:2.8.2.4","Estrone sulfotransferase"
"1846","EC:2.8.2.5","Chondroitin 4-sulfotransferase"
"1847","EC:2.8.3.1","Propionate CoA-transferase"
"1848","EC:2.8.3.10","Citrate CoA-transferase"
"1849","EC:2.8.3.12","Glutaconate CoA-transferase"
"1850","EC:2.8.3.13","Succinate--hydroxymethylglutarate CoA-transferase"
"1851","EC:2.8.3.15","Succinyl-CoA:(R)-benzylsuccinate CoA-transferase"
"1852","EC:2.8.3.16","Formyl-CoA transferase"
"1853","EC:2.8.3.17","Cinnamoyl-CoA:phenyllactate CoA-transferase"
"1854","EC:2.8.3.18","Succinyl-CoA:acetate CoA-transferase"
"1855","EC:2.8.3.19","CoA:oxalate CoA-transferase"
"1856","EC:2.8.3.20","Succinyl-CoA--D-citramalate CoA-transferase"
"1857","EC:2.8.3.21","L-carnitine CoA-transferase"
"1858","EC:2.8.3.22","Succinyl-CoA--L-malate CoA-transferase"
"1859","EC:2.8.3.5","3-oxoacid CoA-transferase"
"1860","EC:2.8.3.6","3-oxoadipate CoA-transferase"
"1861","EC:2.8.3.8","Acetate CoA-transferase"
"1862","EC:2.8.3.9","Butyrate--acetoacetate CoA-transferase"
"1863","EC:2.8.4.1","Coenzyme-B sulfoethylthiotransferase"
"1864","EC:2.8.4.2","Arsenate-mycothiol transferase"
"1865","EC:2.8.4.3","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase"
"1866","EC:2.8.4.4","[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase"
"1867","EC:2.8.4.5","tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase"
"1868","EC:2.9.1.1","L-seryl-tRNA(Sec) selenium transferase"
"1869","EC:2.9.1.2","O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase"
"1870","EC:3.1.1.1","Carboxylesterase"
"1871","EC:3.1.1.11","Pectinesterase"
"1872","EC:3.1.1.13","Sterol esterase"
"1873","EC:3.1.1.14","Chlorophyllase"
"1874","EC:3.1.1.15","L-arabinonolactonase"
"1875","EC:3.1.1.17","Gluconolactonase"
"1876","EC:3.1.1.2","Arylesterase"
"1877","EC:3.1.1.22","Hydroxybutyrate-dimer hydrolase"
"1878","EC:3.1.1.23","Acylglycerol lipase"
"1879","EC:3.1.1.24","3-oxoadipate enol-lactonase"
"1880","EC:3.1.1.27","4-pyridoxolactonase"
"1881","EC:3.1.1.29","Aminoacyl-tRNA hydrolase"
"1882","EC:3.1.1.3","Triacylglycerol lipase"
"1883","EC:3.1.1.31","6-phosphogluconolactonase"
"1884","EC:3.1.1.32","Phospholipase A(1)"
"1885","EC:3.1.1.4","Phospholipase A(2)"
"1886","EC:3.1.1.41","Cephalosporin-C deacetylase"
"1887","EC:3.1.1.45","Carboxymethylenebutenolidase"
"1888","EC:3.1.1.47","1-alkyl-2-acetylglycerophosphocholine esterase"
"1889","EC:3.1.1.5","Lysophospholipase"
"1890","EC:3.1.1.53","Sialate O-acetylesterase"
"1891","EC:3.1.1.56","Methylumbelliferyl-acetate deacetylase"
"1892","EC:3.1.1.57","2-pyrone-4,6-dicarboxylate lactonase"
"1893","EC:3.1.1.59","Juvenile-hormone esterase"
"1894","EC:3.1.1.61","Protein-glutamate methylesterase"
"1895","EC:3.1.1.7","Acetylcholinesterase"
"1896","EC:3.1.1.72","Acetylxylan esterase"
"1897","EC:3.1.1.73","Feruloyl esterase"
"1898","EC:3.1.1.74","Cutinase"
"1899","EC:3.1.1.75","Poly(3-hydroxybutyrate) depolymerase"
"1900","EC:3.1.1.77","Acyloxyacyl hydrolase"
"1901","EC:3.1.1.79","Hormone-sensitive lipase"
"1902","EC:3.1.1.8","Cholinesterase"
"1903","EC:3.1.1.81","Quorum-quenching N-acyl-homoserine lactonase"
"1904","EC:3.1.1.83","Monoterpene epsilon-lactone hydrolase"
"1905","EC:3.1.1.84","Cocaine esterase"
"1906","EC:3.1.1.85","Pimeloyl-[acyl-carrier protein] methyl ester esterase"
"1907","EC:3.1.1.89","Protein phosphatase methylesterase-1"
"1908","EC:3.1.1.93","Mycophenolic acid acyl-glucuronide esterase"
"1909","EC:3.1.1.95","Aclacinomycin methylesterase"
"1910","EC:3.1.1.96","D-aminoacyl-tRNA deacylase"
"1911","EC:3.1.11.1","Exodeoxyribonuclease I"
"1912","EC:3.1.11.2","Exodeoxyribonuclease III"
"1913","EC:3.1.11.3","Exodeoxyribonuclease (lambda-induced)"
"1914","EC:3.1.11.5","Exodeoxyribonuclease V"
"1915","EC:3.1.11.6","Exodeoxyribonuclease VII"
"1916","EC:3.1.12.1","5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)"
"1917","EC:3.1.13.1","Exoribonuclease II"
"1918","EC:3.1.13.3","Oligonucleotidase"
"1919","EC:3.1.13.4","Poly(A)-specific ribonuclease"
"1920","EC:3.1.13.5","Ribonuclease D"
"1921","EC:3.1.2.1","Acetyl-CoA hydrolase"
"1922","EC:3.1.2.12","S-formylglutathione hydrolase"
"1923","EC:3.1.2.14","Oleoyl-[acyl-carrier-protein] hydrolase"
"1924","EC:3.1.2.2","Palmitoyl-CoA hydrolase"
"1925","EC:3.1.2.20","Acyl-CoA hydrolase"
"1926","EC:3.1.2.21","Dodecanoyl-[acyl-carrier-protein] hydrolase"
"1927","EC:3.1.2.22","Palmitoyl-protein hydrolase"
"1928","EC:3.1.2.23","4-hydroxybenzoyl-CoA thioesterase"
"1929","EC:3.1.2.25","Phenylacetyl-CoA hydrolase"
"1930","EC:3.1.2.26","Bile-acid-CoA hydrolase"
"1931","EC:3.1.2.28","1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
"1932","EC:3.1.2.29","Fluoroacetyl-CoA thioesterase"
"1933","EC:3.1.2.30","(3S)-malyl-CoA thioesterase"
"1934","EC:3.1.2.4","3-hydroxyisobutyryl-CoA hydrolase"
"1935","EC:3.1.2.6","Hydroxyacylglutathione hydrolase"
"1936","EC:3.1.21.1","Deoxyribonuclease I"
"1937","EC:3.1.21.2","Deoxyribonuclease IV"
"1938","EC:3.1.21.3","Type I site-specific deoxyribonuclease"
"1939","EC:3.1.21.4","Type II site-specific deoxyribonuclease"
"1940","EC:3.1.21.5","Type III site-specific deoxyribonuclease"
"1941","EC:3.1.21.7","Deoxyribonuclease V"
"1942","EC:3.1.22.1","Deoxyribonuclease II"
"1943","EC:3.1.22.4","Crossover junction endodeoxyribonuclease"
"1944","EC:3.1.25.1","Deoxyribonuclease (pyrimidine dimer)"
"1945","EC:3.1.26.11","Ribonuclease Z"
"1946","EC:3.1.26.12","Ribonuclease E"
"1947","EC:3.1.26.3","Ribonuclease III"
"1948","EC:3.1.26.4","Ribonuclease H"
"1949","EC:3.1.26.5","Ribonuclease P"
"1950","EC:3.1.26.8","Ribonuclease M5"
"1951","EC:3.1.27.1","Ribonuclease T(2)"
"1952","EC:3.1.27.3","Ribonuclease T(1)"
"1953","EC:3.1.27.6","Enterobacter ribonuclease"
"1954","EC:3.1.27.9","Transferred entry: 4.6.1.16"
"1955","EC:3.1.3.1","Alkaline phosphatase"
"1956","EC:3.1.3.10","Glucose-1-phosphatase"
"1957","EC:3.1.3.11","Fructose-bisphosphatase"
"1958","EC:3.1.3.12","Trehalose-phosphatase"
"1959","EC:3.1.3.15","Histidinol-phosphatase"
"1960","EC:3.1.3.16","Protein-serine/threonine phosphatase"
"1961","EC:3.1.3.18","Phosphoglycolate phosphatase"
"1962","EC:3.1.3.2","Acid phosphatase"
"1963","EC:3.1.3.21","Glycerol-1-phosphatase"
"1964","EC:3.1.3.23","Sugar-phosphatase"
"1965","EC:3.1.3.25","Inositol-phosphate phosphatase"
"1966","EC:3.1.3.26","4-phytase"
"1967","EC:3.1.3.27","Phosphatidylglycerophosphatase"
"1968","EC:3.1.3.29","N-acylneuraminate-9-phosphatase"
"1969","EC:3.1.3.3","Phosphoserine phosphatase"
"1970","EC:3.1.3.32","Polynucleotide 3'-phosphatase"
"1971","EC:3.1.3.36","Phosphoinositide 5-phosphatase"
"1972","EC:3.1.3.37","Sedoheptulose-bisphosphatase"
"1973","EC:3.1.3.39","Streptomycin-6-phosphatase"
"1974","EC:3.1.3.4","Phosphatidate phosphatase"
"1975","EC:3.1.3.41","4-nitrophenylphosphatase"
"1976","EC:3.1.3.43","[Pyruvate dehydrogenase (acetyl-transferring)]-phosphatase"
"1977","EC:3.1.3.45","3-deoxy-manno-octulosonate-8-phosphatase"
"1978","EC:3.1.3.46","Fructose-2,6-bisphosphate 2-phosphatase"
"1979","EC:3.1.3.48","Protein-tyrosine-phosphatase"
"1980","EC:3.1.3.5","5'-nucleotidase"
"1981","EC:3.1.3.56","Inositol-polyphosphate 5-phosphatase"
"1982","EC:3.1.3.57","Inositol-1,4-bisphosphate 1-phosphatase"
"1983","EC:3.1.3.6","3'-nucleotidase"
"1984","EC:3.1.3.62","Multiple inositol-polyphosphate phosphatase"
"1985","EC:3.1.3.64","Phosphatidylinositol-3-phosphatase"
"1986","EC:3.1.3.66","Phosphatidylinositol-3,4-bisphosphate 4-phosphatase"
"1987","EC:3.1.3.67","Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase"
"1988","EC:3.1.3.69","Glucosylglycerol 3-phosphatase"
"1989","EC:3.1.3.7","3'(2'),5'-bisphosphate nucleotidase"
"1990","EC:3.1.3.70","Mannosyl-3-phosphoglycerate phosphatase"
"1991","EC:3.1.3.71","2-phosphosulfolactate phosphatase"
"1992","EC:3.1.3.73","Adenosylcobalamin/alpha-ribazole phosphatase"
"1993","EC:3.1.3.74","Pyridoxal phosphatase"
"1994","EC:3.1.3.76","Lipid-phosphate phosphatase"
"1995","EC:3.1.3.77","Acireductone synthase"
"1996","EC:3.1.3.78","Phosphatidylinositol-4,5-bisphosphate 4-phosphatase"
"1997","EC:3.1.3.79","Mannosylfructose-phosphate phosphatase"
"1998","EC:3.1.3.8","3-phytase"
"1999","EC:3.1.3.80","2,3-bisphosphoglycerate 3-phosphatase"
"2000","EC:3.1.3.81","Diacylglycerol diphosphate phosphatase"
"2001","EC:3.1.3.82","D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
"2002","EC:3.1.3.83","D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase"
