OTU,Chris-01,Chris-02,Chris-03,Chris-04,Chris-05,Chris-06,Chris-07,Chris-08,Chris-09,Chris-10,Chris-11,Chris-12,Chris-13,Chris-14,Chris-15,Chris-16,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_151,3,1,2,1,1,1,1,0,1,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,midas_s_5929
OTU_152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,midas_s_93907
OTU_153,3,5,4,4,7,5,7,11,2,4,3,5,5,4,1,9,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,,
OTU_154,339,287,418,300,224,341,323,376,229,281,195,163,192,252,180,237,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
OTU_155,12,20,32,30,14,12,26,32,11,11,15,17,20,27,15,16,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_10912
OTU_156,23,28,47,22,21,29,31,48,19,25,17,22,22,19,11,36,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_11195
OTU_157,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_17673
OTU_158,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_19587
OTU_159,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_28691
OTU_160,1,0,23,29,19,1,2,23,26,9,4,2,6,9,8,18,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_30070
OTU_161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_3646
OTU_162,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_628
OTU_163,17,7,12,14,8,15,11,16,8,16,5,8,6,7,8,13,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_6589
OTU_164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_82281
OTU_165,1,0,0,1,0,0,1,0,1,2,1,0,1,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_8958
OTU_166,18,20,8,10,14,16,7,6,14,2,4,4,9,7,8,17,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,
OTU_167,2,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_10309
OTU_168,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_403
OTU_169,7,1,2,3,0,2,2,1,2,0,0,0,0,2,0,3,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_42948
OTU_170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_65836
OTU_171,1,0,0,3,1,0,2,1,0,1,0,0,2,5,2,2,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,
OTU_172,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,midas_s_4515
OTU_173,2,2,4,3,1,3,0,11,3,5,0,5,4,2,1,1,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,midas_s_9583
OTU_174,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,midas_s_89288
OTU_175,8,3,6,8,11,7,7,4,3,6,0,1,9,0,2,9,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,
OTU_176,5,0,9,1,2,6,2,0,0,1,0,1,5,1,2,10,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,Nakamurella_multipartita
OTU_177,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,,
OTU_178,2,0,1,4,3,1,5,1,4,1,0,1,2,2,0,2,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,
OTU_179,1,0,2,2,3,3,1,0,0,0,0,3,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,midas_s_1420
OTU_180,8,1,8,10,13,5,5,6,13,5,6,2,6,0,2,4,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,midas_s_2674
OTU_181,1,3,6,9,12,1,0,2,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,,
OTU_182,3,0,3,4,9,1,0,2,0,4,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,midas_g_327,
OTU_183,13,1,3,10,28,1,1,0,5,2,2,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,midas_g_327,midas_s_327
OTU_184,8,8,15,7,15,7,5,5,5,6,0,2,7,2,5,32,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,,,
OTU_185,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,,
OTU_186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,Miniimonas,midas_s_82127
OTU_187,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,Salana,
OTU_188,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,Salana,midas_s_5399
OTU_189,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,midas_s_117975
OTU_190,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,midas_s_6787
OTU_191,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,midas_g_1005,midas_s_1005
OTU_192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Flexivirga,Flexivirga_oryzae
OTU_193,10,9,3,6,4,0,5,7,0,4,3,0,2,1,1,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,,
OTU_194,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Kineosphaera,midas_s_68743
OTU_195,7,4,3,7,1,2,2,0,0,0,1,0,4,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_724,midas_s_725
OTU_196,1,0,1,2,2,0,3,0,0,1,1,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_739,
OTU_197,3,8,17,12,12,6,2,11,0,4,3,0,5,0,3,4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_739,midas_s_739
OTU_198,4,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_739,midas_s_8771
OTU_199,18,9,11,10,24,7,3,5,9,7,2,0,14,3,2,9,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,,
OTU_200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus,
OTU_201,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus,Arsenicicoccus_piscis
OTU_202,1,3,1,1,1,1,0,1,0,1,0,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ca_Phosphoribacter,
OTU_203,2,3,9,4,5,5,3,2,0,7,0,0,1,1,0,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ca_Phosphoribacter,midas_s_5
OTU_204,21,11,27,37,37,18,6,10,6,7,4,3,13,4,5,9,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,
OTU_205,7,0,1,8,8,1,3,6,1,3,0,0,3,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_299
OTU_206,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_544
OTU_207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_5540
OTU_208,11,6,20,16,16,15,9,10,6,14,4,7,11,4,6,21,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,
OTU_209,5,1,7,8,3,9,1,3,7,9,3,4,5,3,2,4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,
OTU_210,1,1,4,3,3,2,1,3,0,4,1,0,1,0,2,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,midas_s_1473
OTU_211,7,5,16,6,8,4,8,8,1,5,4,3,18,12,9,4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,
OTU_212,1,0,3,4,0,1,0,1,1,0,2,0,1,2,2,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter_denitrificans
OTU_213,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,midas_s_19534
OTU_214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,midas_s_47001
OTU_215,29,15,34,23,31,22,15,18,9,21,7,10,36,20,32,16,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,
OTU_216,1,1,2,2,1,0,0,0,0,1,0,0,1,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_15953
OTU_217,4,1,0,2,1,1,0,1,0,1,1,0,1,2,1,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_3324
OTU_218,2,0,0,2,2,3,1,0,0,0,0,1,3,1,0,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_3424
OTU_219,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,
OTU_220,3,0,0,3,0,0,3,0,0,0,0,0,1,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,midas_s_61660
OTU_221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,
OTU_222,1,3,0,5,3,0,0,1,0,1,0,0,1,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter-Flavimobilis,Flavimobilis_soli
OTU_223,2,0,2,3,2,3,1,2,0,1,0,0,3,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,,,
OTU_224,3,1,0,2,4,6,5,2,0,4,6,1,2,0,4,2,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,,
OTU_225,2,2,4,0,10,1,7,5,4,13,2,1,6,2,0,1,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_100,
OTU_226,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_100,midas_s_1410
OTU_227,2,2,1,5,8,0,3,2,3,12,1,3,1,2,3,3,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_100,midas_s_151
OTU_228,36,9,12,11,9,32,16,24,3,13,9,7,19,11,6,13,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_399,
OTU_229,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_399,midas_s_1163
OTU_230,4,5,1,2,1,8,3,3,0,0,2,2,2,1,3,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_399,midas_s_14419
OTU_231,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_5116,midas_s_5116
OTU_232,10,4,2,21,11,10,15,9,7,18,11,6,8,5,3,3,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_957,
OTU_233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_957,midas_s_4600
OTU_234,1,1,1,0,4,0,0,0,1,6,0,1,3,0,1,3,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_957,midas_s_957
OTU_235,7,4,5,1,4,5,3,4,0,2,1,2,5,0,2,2,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,,,
OTU_236,11,6,9,9,14,18,10,13,6,4,6,6,17,5,9,6,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,,
OTU_237,4,4,6,2,1,0,4,2,9,3,4,3,10,4,0,3,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,
OTU_238,3,0,1,1,1,3,1,1,0,0,0,0,0,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,midas_s_143
OTU_239,8,11,8,6,13,15,7,10,4,8,8,1,8,1,3,6,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,midas_s_9753
OTU_240,3,0,4,2,4,5,4,6,0,4,1,0,1,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,midas_g_2796,
OTU_241,7,4,8,8,11,7,5,4,5,4,1,3,2,2,2,1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,midas_g_2796,midas_s_5042
OTU_242,7,8,5,4,10,8,6,5,2,9,2,1,3,2,3,1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
OTU_243,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_13052
OTU_244,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_21034
OTU_245,1,2,0,1,2,0,3,0,0,0,0,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_3731
OTU_246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides_dilutus
OTU_247,46,22,35,26,33,35,16,16,9,17,17,10,21,8,18,11,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,,
OTU_248,3,2,0,1,1,0,2,1,0,0,2,1,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,
OTU_249,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium_microaerophilum
OTU_250,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,midas_s_22227
OTU_251,1,0,0,1,0,0,1,2,0,2,0,1,1,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,
OTU_252,2,0,3,2,3,1,1,4,1,4,0,0,1,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,midas_s_338
OTU_253,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,midas_s_7916
OTU_254,7,4,3,1,1,4,5,3,0,1,1,5,4,2,4,4,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,
OTU_255,4,7,3,0,0,5,3,3,2,0,3,3,1,0,1,1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,midas_s_193
OTU_256,11,5,10,13,14,0,1,2,8,4,1,0,0,0,4,3,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,
OTU_257,1,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,Luteococcus_sanguinis
OTU_258,1,5,6,14,9,0,0,3,2,2,1,1,0,0,0,2,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,midas_s_2199
OTU_259,9,3,1,2,7,6,6,1,3,1,4,6,0,4,2,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,
OTU_260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus_aurantiacus
OTU_261,45,35,46,38,42,30,27,37,20,25,25,15,26,17,28,19,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,
OTU_262,12,8,8,12,5,3,10,2,1,8,9,5,18,8,3,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,Micropruina_glycogenica
OTU_263,4,6,7,5,8,6,9,2,2,3,1,0,5,1,8,4,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,midas_s_965
OTU_264,2,3,2,1,0,4,1,5,6,2,3,0,2,3,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_164,
OTU_265,3,1,2,4,0,3,4,2,0,0,0,0,2,1,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_164,midas_s_164
OTU_266,5,1,3,3,4,2,0,2,2,2,3,2,4,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_164,midas_s_260
OTU_267,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,
OTU_268,5,5,3,0,5,1,0,1,0,0,0,1,0,2,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium_cyclohexanicum
OTU_269,4,4,2,1,6,3,4,1,1,3,1,1,4,1,2,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,
OTU_270,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,midas_s_22927
OTU_271,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,midas_s_4802
OTU_272,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,midas_s_9365
OTU_273,44,22,44,29,30,17,13,12,7,9,3,4,19,1,10,4,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,
OTU_274,1,3,2,2,0,0,1,1,4,0,1,0,2,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_1582
OTU_275,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_22998
OTU_276,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_2585
OTU_277,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_51782
OTU_278,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_6413
OTU_279,7,2,1,1,0,0,0,1,1,0,1,0,0,0,3,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_6436
OTU_280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_64951
OTU_281,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_6946
OTU_282,16,16,18,8,8,2,6,2,3,7,5,1,3,1,5,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_701
OTU_283,21,25,9,12,14,8,3,8,5,9,3,0,2,3,1,5,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_752
OTU_284,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicimonas,midas_s_3094
OTU_285,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,midas_s_53648
OTU_286,48,20,26,36,36,13,10,15,11,15,2,4,17,7,6,4,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,
OTU_287,5,0,4,2,3,0,3,0,0,4,0,0,3,2,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_1048
OTU_288,8,2,9,8,5,0,1,1,1,4,0,1,4,2,3,1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_1177
OTU_289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_2248
OTU_290,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus_defluvii
OTU_291,17,10,10,6,3,3,1,10,0,4,4,0,4,0,3,2,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus_flavescens
OTU_292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,,,
OTU_293,1,0,0,2,0,0,1,0,0,1,1,0,3,0,2,1,Bacteria,Actinobacteriota,Coriobacteriia,,,,
OTU_294,3,3,2,3,4,0,0,0,0,0,0,1,1,1,1,3,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,,,
OTU_295,6,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,midas_s_3545
OTU_296,1,0,4,0,0,1,0,0,0,0,0,1,0,2,0,0,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,midas_s_4955
OTU_297,3,3,1,1,2,1,0,2,0,2,0,0,0,0,1,2,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,midas_g_113491,midas_s_113491
OTU_298,1,1,2,1,2,0,0,0,0,0,0,0,1,1,0,0,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,
OTU_299,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_300,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,
