,Date,AD,SludgeType,Treatment,daysop,week,Period,SampleID.TSVS,TS_ww,VS_wwTS,VS_ww,VSr_pct,SampleID.pH,pH,SampleID.CODNH4,COD_mgL,TNH3_mgL,FAN_mgL,CODr_pct,CH4_pct,CH4_L,CH4_L_kgVS,O2_pct,Gasflow_mL,SampleID.CHN,C,H_pct,N_pct,CN,HC,gC_kg,gH_kg,gN_kg,SampleID.VFA,Ethanol,Propanol,Butanol,X1.Hexanol,Acetic.acid,Propionic.acid,iso.Butyric.acid,Butyric.acid,iso.Valeric.acid,Valeric.acid,4-Methyl.valeric.acid,Hexanoic.acid,DTubeID,SampleID.DNA,ngmL_qb,DNA_mg_gCOD,DNA_mg_gVS,DNA_mg_L,DNA_mgLSludge,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,pielou_ev,VFAS
82,17/3/2023,AD2,Treatment,Treatment,16,3,Converging,,,,,,,,,,,,,50,0.962187,142.4231405,7.2,1924.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,17/3/2023,AD3,Control,Control,16,3,Converging,,,,,,,,,,,,,58,3.03093094,448.6390931,5.5,5225.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,17/3/2023,AD4,Control,Control,16,3,Converging,,,,,,,,,,,,,29,0.17936645,26.54986308,10.1,618.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,17/3/2023,AD6,Treatment,Treatment,16,3,Converging,,,,,,,,,,,,,51,0.64600782,95.62222573,2.3,1266.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,17/3/2023,AD5,Treatment,Treatment,16,3,Converging,,,,,,,,,,,,,,,,,1858.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,18/3/2023,AD1,Control,Control,17,3,Converging,,,,,,,,,,,,,,,,,1997.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,18/3/2023,AD2,Treatment,Treatment,17,3,Converging,,,,,,,,,,,,,,,,,2055.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,18/3/2023,AD3,Control,Control,17,3,Converging,,,,,,,,,,,,,,,,,2786.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,18/3/2023,AD4,Control,Control,17,3,Converging,,,,,,,,,,,,,,,,,659.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,18/3/2023,AD5,Treatment,Treatment,17,3,Converging,,,,,,,,,,,,,,,,,1288.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,18/3/2023,AD6,Treatment,Treatment,17,3,Converging,,,,,,,,,,,,,,,,,1316.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,19/3/2023,AD1,Control,Control,18,3,Converging,,,,,,,,,,,,,,,,,1883.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,19/3/2023,AD2,Treatment,Treatment,18,3,Converging,,,,,,,,,,,,,,,,,2270.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,19/3/2023,AD3,Control,Control,18,3,Converging,,,,,,,,,,,,,,,,,2023.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,19/3/2023,AD4,Control,Control,18,3,Converging,,,,,,,,,,,,,,,,,679.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,19/3/2023,AD5,Treatment,Treatment,18,3,Converging,,,,,,,,,,,,,,,,,1418.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,19/3/2023,AD6,Treatment,Treatment,18,3,Converging,,,,,,,,,,,,,,,,,4102.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,20/3/2023,AD1,Control,Control,19,4,Converging,,,,,,,,S122_AD1,22920.5,,,61.80192542,63,1.27586025,197.2979768,7.3,2025.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20/3/2023,AD2,Treatment,Treatment,19,4,Converging,,,,,,,,S123_AD2,24761,,,58.73464694,67,1.98237188,306.5523526,6,2958.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,20/3/2023,AD3,Control,Control,19,4,Converging,,,,,,,,S124_AD3,22669,,,62.22106181,69,1.03595565,160.1993273,5.8,1501.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,20/3/2023,AD5,Treatment,Treatment,19,4,Converging,,,,,,,,S126_AD5,15975,,,73.37692278,60,0.973014,150.4660825,9,1621.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,20/3/2023,AD6,Treatment,Treatment,19,4,Converging,,,,,,,,S127_AD6,22678.5,,,62.20522962,60,2.944608,455.3517526,1.5,4907.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,21/3/2023,AD1,Control,Control,20,4,Converging,S135_AD1,1.905,69.505,1.325,48.7757732,S135_AD1,7.245,,,,,,51,1.36498848,211.0806928,8.4,2676.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,21/3/2023,AD2,Treatment,Treatment,20,4,Converging,S136_AD2,1.97,71.17,1.4,45.76030928,S136_AD2,7.345,,,,,,67,3.8257536,591.6113814,5.1,5710.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,21/3/2023,AD3,Control,Control,20,4,Converging,S137_AD3,1.93,69.17,1.33,48.31185567,S137_AD3,7.375,,,,,,42,1.3435884,207.7714021,10.9,3199.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,21/3/2023,AD4,Control,Control,20,4,Converging,S138_AD4,0.68,64.835,0.44,82.98969072,S138_AD4,6.85,,,,,,33,0.21651003,33.48093247,15.9,656.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,21/3/2023,AD5,Treatment,Treatment,20,4,Converging,S139_AD5,1.97,70.59,1.4,45.87628866,S139_AD5,7.145,,,,,,59,2.4884902,384.8180722,7,4217.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,21/3/2023,AD6,Treatment,Treatment,20,4,Converging,S140_AD6,1.97,68.87,1.36,47.15206186,S140_AD6,7.18,,,,,,57,1.97829786,305.9223495,5.2,3470.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,22/3/2023,AD1,Control,Control,21,4,Converging,,,,,,,,,,,,,64,1.71374656,265.0123546,7.4,2677.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,22/3/2023,AD3,Control,Control,21,4,Converging,,,,,,,,,,,,,61,2.20345481,340.7404345,7.2,3612.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,22/3/2023,AD4,Control,Control,21,4,Converging,,,,,,,,,,,,,42,0.24327156,37.6193134,14.5,579.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,22/3/2023,AD5,Treatment,Treatment,21,4,Converging,,,,,,,,,,,,,64,3.29721984,509.8793567,6.2,5151.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,22/3/2023,AD6,Treatment,Treatment,21,4,Converging,,,,,,,,,,,,,63,4.68462771,724.4269655,2.6,7435.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,22/3/2023,AD2,Treatment,Treatment,21,4,Converging,,,,,,,,,,,,,,,,,5327.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,23/3/2023,PSTWAS,PSTWAS,PSTWAS,22,4,Converging,F32,3.02,84.36,2.56,,F31,5.59,F33,49163,,,,,,,,,F25,41.301,5.99,5.202,7.9,0.15,12.47,1.81,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,23/3/2023,AD1,Control,Control,22,4,Converging,,,,,,,,,,,,,61,1.80508089,279.1362201,1.3,2959.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,23/3/2023,AD2,Treatment,Treatment,22,4,Converging,,,,,,,,,,,,,73,3.7836265,585.0968814,0.9,5183.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,23/3/2023,AD3,Control,Control,22,4,Converging,,,,,,,,,,,,,66,3.1507179,487.2244175,1.1,4773.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,23/3/2023,AD4,Control,Control,22,4,Converging,,,,,,,,,,,,,38,0.16078446,24.86357629,10.3,423.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,23/3/2023,AD5,Treatment,Treatment,22,4,Converging,,,,,,,,,,,,,71,3.89907505,602.94975,1.2,5491.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,23/3/2023,AD6,Treatment,Treatment,22,4,Converging,,,,,,,,,,,,,66,3.06279798,473.6285536,1.4,4640.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,24/3/2023,AD1,Control,Control,23,4,Converging,,,,,,,,,,,,,57,1.71125685,264.6273479,1.6,3002.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,24/3/2023,AD2,Treatment,Treatment,23,4,Converging,,,,,,,,,,,,,71,4.11533111,636.3914088,1.3,5796.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,24/3/2023,AD3,Control,Control,23,4,Converging,,,,,,,,,,,,,67,3.0760705,475.6810052,1.4,4591.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,24/3/2023,AD4,Control,Control,23,4,Converging,,,,,,,,,,,,,55,0.2475319,38.27812887,6.5,450.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,24/3/2023,AD5,Treatment,Treatment,23,4,Converging,,,,,,,,,,,,,72,4.65411168,719.7079918,1.2,6464.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,24/3/2023,AD6,Treatment,Treatment,23,4,Converging,,,,,,,,,,,,,71,3.58932548,555.050332,1.1,5055.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,25/3/2023,AD1,Control,Control,24,4,Converging,,,,,,,,,,,,,,,,,2860.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,25/3/2023,AD2,Treatment,Treatment,24,4,Converging,,,,,,,,,,,,,,,,,4873.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,25/3/2023,AD3,Control,Control,24,4,Converging,,,,,,,,,,,,,,,,,4924.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,25/3/2023,AD4,Control,Control,24,4,Converging,,,,,,,,,,,,,,,,,168.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,25/3/2023,AD5,Treatment,Treatment,24,4,Converging,,,,,,,,,,,,,,,,,5783.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,25/3/2023,AD6,Treatment,Treatment,24,4,Converging,,,,,,,,,,,,,,,,,5158.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,26/3/2023,AD1,Control,Control,25,4,Converging,,,,,,S150_AD1,7.15,,,,,,,,,,2818.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,26/3/2023,AD2,Treatment,Treatment,25,4,Converging,,,,,,S151_AD2,7.34,,,,,,,,,,3894.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,26/3/2023,AD3,Control,Control,25,4,Converging,,,,,,S152_AD3,7.35,,,,,,,,,,2600.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,26/3/2023,AD4,Control,Control,25,4,Converging,,,,,,S153_AD4,6.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,26/3/2023,AD5,Treatment,Treatment,25,4,Converging,,,,,,S154_AD5,7.285,,,,,,,,,,5040.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,26/3/2023,AD6,Treatment,Treatment,25,4,Converging,,,,,,S155_AD6,7.42,,,,,,,,,,3590.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,27/3/2023,AD1,Control,Control,26,5,Converging,,,,,,,,,,,,,66,2.02269408,310.9046876,0.7,3064.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,27/3/2023,AD2,Treatment,Treatment,26,5,Converging,,,,,,,,,,,,,76,3.1363984,482.0901857,0.6,4126.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,27/3/2023,AD3,Control,Control,26,5,Converging,,,,,,,,,,,,,73,1.58274731,243.2812568,0.6,2168.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,27/3/2023,AD5,Treatment,Treatment,26,5,Converging,,,,,,,,,,,,,77,4.41984004,679.3657036,0.6,5740.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,27/3/2023,AD6,Treatment,Treatment,26,5,Converging,,,,,,,,,,,,,75,2.9183415,448.5730498,0.6,3891.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,28/3/2023,AD1,Control,Control,27,5,Converging,S156_AD1,1.9,71.63,1.37,47.7392084,,,,,,,,,,,,2613.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,28/3/2023,AD2,Treatment,Treatment,27,5,Converging,S157_AD2,1.77,72.35,1.28,50.69809146,,,,,,,,,,,,3179.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,28/3/2023,AD3,Control,Control,27,5,Converging,S158_AD3,1.76,70.9,1.25,52.08146535,,,,,,,,,,,,2830.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,28/3/2023,AD4,Control,Control,27,5,Converging,S159_AD4,1.125,71.505,0.8,69.25835788,,,,,,,,,,,,39287.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,28/3/2023,AD5,Treatment,Treatment,27,5,Converging,S160_AD5,1.5,71.34,1.07,57.84552325,,,,,,,,,,,,3052.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,28/3/2023,AD6,Treatment,Treatment,27,5,Converging,S161_AD6,1.59,71.13,1.13,56.46214935,,,,,,,,,,,,2003.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,29/3/2023,AD1,Control,Control,28,5,Converging,,,,,,,,,,,,,,,,,2799.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,29/3/2023,AD2,Treatment,Treatment,28,5,Converging,,,,,,,,,,,,,,,,,3441.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,29/3/2023,AD3,Control,Control,28,5,Converging,,,,,,,,,,,,,,,,,3131.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,29/3/2023,AD4,Control,Control,28,5,Converging,,,,,,,,,,,,,,,,,180.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,29/3/2023,AD5,Treatment,Treatment,28,5,Converging,,,,,,,,,,,,,,,,,3573.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,29/3/2023,AD6,Treatment,Treatment,28,5,Converging,,,,,,,,,,,,,,,,,1883.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,30/3/2023,AD1,Control,Control,29,5,Converging,,,,,,,,,,,,,,,,,2949.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,30/3/2023,AD2,Treatment,Treatment,29,5,Converging,,,,,,,,,,,,,,,,,3638.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,30/3/2023,AD3,Control,Control,29,5,Converging,,,,,,,,,,,,,,,,,3404.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,30/3/2023,AD4,Control,Control,29,5,Converging,,,,,,,,,,,,,,,,,27.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,30/3/2023,AD5,Treatment,Treatment,29,5,Converging,,,,,,,,,,,,,,,,,3295.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,30/3/2023,AD6,Treatment,Treatment,29,5,Converging,,,,,,,,,,,,,,,,,2767.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,31/3/2023,AD1,Control,Control,30,5,Converging,,,,,,,,,,,,,67,2.30756241,354.6912888,1.5,3444.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,31/3/2023,AD2,Treatment,Treatment,30,5,Converging,,,,,,,,,,,,,63,2.48252193,381.5840036,1.3,3940.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,31/3/2023,AD3,Control,Control,30,5,Converging,,,,,,,,,,,,,69,2.77147608,425.9986289,1.1,4016.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,31/3/2023,AD5,Treatment,Treatment,30,5,Converging,,,,,,,,,,,,,65,2.62285985,403.1550941,2.1,4035.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,31/3/2023,AD6,Treatment,Treatment,30,5,Converging,,,,,,,,,,,,,64,2.50635904,385.2479631,1.5,3916.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1/4/2023,AD1,Control,Control,31,5,SteadyState,,,,,,,,,,,,,,,,,3950.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1/4/2023,AD2,Treatment,Treatment,31,5,SteadyState,,,,,,,,,,,,,,,,,4332.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1/4/2023,AD3,Control,Control,31,5,SteadyState,,,,,,,,,,,,,,,,,5025.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1/4/2023,AD4,Control,Control,31,5,SteadyState,,,,,,,,,,,,,,,,,9.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1/4/2023,AD5,Treatment,Treatment,31,5,SteadyState,,,,,,,,,,,,,,,,,3839.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1/4/2023,AD6,Treatment,Treatment,31,5,SteadyState,,,,,,,,,,,,,,,,,4420.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2/4/2023,AD1,Control,Control,32,5,SteadyState,,,,,,S222_AD1,7.3,,,,,,,,,,4334.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2/4/2023,AD2,Treatment,Treatment,32,5,SteadyState,,,,,,S223_AD2,7.45,,,,,,,,,,3939.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2/4/2023,AD3,Control,Control,32,5,SteadyState,,,,,,S224_AD3,7.34,,,,,,,,,,4912.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2/4/2023,AD4,Control,Control,32,5,SteadyState,,,,,,S225_AD4,7.17,,,,,,,,,,50.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2/4/2023,AD5,Treatment,Treatment,32,5,SteadyState,,,,,,S226_AD5,7.48,,,,,,,,,,4068.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2/4/2023,AD6,Treatment,Treatment,32,5,SteadyState,,,,,,S227_AD6,7.37,,,,,,,,,,4174.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4/4/2023,AD1,Control,Control,34,6,SteadyState,S243_AD1,1.9,71.16,1.35,48.89840111,,,,,,,,,,,,3925.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,4/4/2023,AD2,Treatment,Treatment,34,6,SteadyState,S244_AD2,1.8,70.85,1.27,51.9199295,,,,,,,,,,,,3592.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,4/4/2023,AD3,Control,Control,34,6,SteadyState,S245_AD3,1.9,69.09,1.32,50.25808888,,,,,,,,,,,,3786.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,4/4/2023,AD4,Control,Control,34,6,SteadyState,S246_AD4,0.975,67.44,0.66,75.07239078,,,,,,,,,,,,29.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,4/4/2023,AD5,Treatment,Treatment,34,6,SteadyState,S247_AD5,1.74,70.33,1.22,53.54400101,,,,,,,,,,,,3923.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,4/4/2023,AD6,Treatment,Treatment,34,6,SteadyState,S248_AD6,1.85,70.32,1.3,50.63577993,,,,,,,,,,,,3754.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,5/4/2023,AD1,Control,Control,35,6,SteadyState,,,,,,,,,,,,,,,,,3410.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,5/4/2023,AD2,Treatment,Treatment,35,6,SteadyState,,,,,,,,,,,,,,,,,3292.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,5/4/2023,AD3,Control,Control,35,6,SteadyState,,,,,,,,,,,,,,,,,3933.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,5/4/2023,AD4,Control,Control,35,6,SteadyState,,,,,,,,,,,,,,,,,578.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,5/4/2023,AD5,Treatment,Treatment,35,6,SteadyState,,,,,,,,,,,,,,,,,3898.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,5/4/2023,AD6,Treatment,Treatment,35,6,SteadyState,,,,,,,,,,,,,,,,,3512.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,6/4/2023,AD1,Control,Control,36,6,SteadyState,,,,,,,,,,,,,72,2.6747244,404.0877855,1.4,3714.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,6/4/2023,AD2,Treatment,Treatment,36,6,SteadyState,,,,,,,,,,,,,69,2.65522143,401.1413466,1.3,3848.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,6/4/2023,AD3,Control,Control,36,6,SteadyState,,,,,,,,,,,,,69,2.79290541,421.9421493,1.1,4047.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,6/4/2023,AD4,Control,Control,36,6,SteadyState,,,,,,,,,,,,,61,1.1484836,173.5087901,4.1,1882.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,6/4/2023,AD5,Treatment,Treatment,36,6,SteadyState,,,,,,,,,,,,,69,2.32857267,351.7924215,1.2,3374.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,6/4/2023,AD6,Treatment,Treatment,36,6,SteadyState,,,,,,,,,,,,,69,2.64834972,400.1031933,1.3,3838.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,7/4/2023,AD1,Control,Control,37,6,SteadyState,,,,,,,,,,,,,,,,,4389.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,7/4/2023,AD2,Treatment,Treatment,37,6,SteadyState,,,,,,,,,,,,,,,,,4611.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,7/4/2023,AD3,Control,Control,37,6,SteadyState,,,,,,,,,,,,,,,,,5246.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,7/4/2023,AD4,Control,Control,37,6,SteadyState,,,,,,,,,,,,,,,,,2580.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,7/4/2023,AD5,Treatment,Treatment,37,6,SteadyState,,,,,,,,,,,,,,,,,3830.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,7/4/2023,AD6,Treatment,Treatment,37,6,SteadyState,,,,,,,,,,,,,,,,,4474.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,8/4/2023,AD1,Control,Control,38,6,SteadyState,,,,,,,,,,,,,,,,,4558.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,8/4/2023,AD2,Treatment,Treatment,38,6,SteadyState,,,,,,,,,,,,,,,,,4361.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,8/4/2023,AD3,Control,Control,38,6,SteadyState,,,,,,,,,,,,,,,,,5185.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,8/4/2023,AD4,Control,Control,38,6,SteadyState,,,,,,,,,,,,,,,,,1869.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,8/4/2023,AD5,Treatment,Treatment,38,6,SteadyState,,,,,,,,,,,,,,,,,4128.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,8/4/2023,AD6,Treatment,Treatment,38,6,SteadyState,,,,,,,,,,,,,,,,,4475.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,9/4/2023,AD1,Control,Control,39,6,SteadyState,,,,,,,,,,,,,,,,,4024.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,9/4/2023,AD2,Treatment,Treatment,39,6,SteadyState,,,,,,,,,,,,,,,,,3890.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,9/4/2023,AD3,Control,Control,39,6,SteadyState,,,,,,,,,,,,,,,,,5232.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,9/4/2023,AD4,Control,Control,39,6,SteadyState,,,,,,,,,,,,,,,,,4773.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,9/4/2023,AD5,Treatment,Treatment,39,6,SteadyState,,,,,,,,,,,,,,,,,3941.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,9/4/2023,AD6,Treatment,Treatment,39,6,SteadyState,,,,,,,,,,,,,,,,,4215.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
